Date,RegionName,InventoryRaw_AllHomes,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio
2016-06-30,Maine,11582,124900,174949.5,219000,275000,328000,216911.5,239900,155000,212000,4.34782608695652,3.86100386100386,4.36208040263085,10000,7000,10000,900,1195,1350,,,1387,1500,1000,1000,1350,
2016-06-30,Maryland,27472,149500,204900,311255,464000,649250,289900,220000,289990,299900,3.16333118140736,3.22788896061975,3.14865302854093,10000,8000,10000,1349,1500,1735,2150,,1700,1575,1250,1490,1775,1700
2016-06-30,Massachusetts,22544,249900,284900,359900,535000,599000,398900,340000,329000,409900,3.22788896061975,3.10318076027929,3.24731182795699,10900,10000,11900,1975,2300,2800,3400,4000,2500,2450,2500,2400,2753.5,1625
2016-06-30,Michigan,53466,84900,120000,169900,309900,424900,150000,184949.5,118766,149900,4.00801603206413,3.33333333333333,4.11015207562679,6000,5480,6000,695,929,1200,1800,,1000,1250,775,900,950,880
2016-06-30,Minnesota,26532,142000,169900,220000,314900,415000,229900,165000,183500,232900,3.22788896061975,3.20722709892832,3.22814948434539,9099.5,5000,9100,1050,1292,1495,1650,2095,1400,1200,,1175,1495,950
2016-06-30,Mississippi,12440,89900,99999,149895,249900,305000,164500,199000,126500,162500,3.63636363636364,4.58715596330275,3.63636363636364,5100,5000,5100,650,750,1012.5,,,1095,,700,770.5,1095,1000
2016-06-30,Missouri,34291,77000,89900,149900,269900,349500,155000,143500,126630,155900,3.44827586206896,3.08166409861325,3.45065562456867,5100,5000,5100,680,789,975,1200,895,950,925,710,785,950,850
2016-06-30,Montana,7635,169000,209000,275000,350000,435000,292000,269000,264750,295000,3.4494653328734,,3.45700072581765,10000,,10000,650,795,1200,1500,,1075,,700,750,1095,
2016-06-30,Nebraska,5291,,125000,165000,283900,329000,177000,215000,127900,175000,3.07692307692308,3.89655172413793,3.06883317436527,5500,10000,5500,745,918,1275,1395,,,,740,842.5,1250,645
2016-06-30,Nevada,16318,115000,153000,229000,310000,409900,251300,124900,228000,265000,2.6829268292683,3.65461847389559,2.63227165043433,9000,5000,9100,865,995,1250,1550,2000,1295,995,,1026.5,1350,
2016-06-30,NewHampshire,9694,109950,179900,255000,369000,359900,259900,214900,219900,273900,3.57270453733476,3.71747211895911,3.54578096947935,10000,8600,10000,950,1250,1600,1900,,1585,1400,1039,1150,1650,
2016-06-30,NewJersey,60622,167500,224900,339000,515000,749000,299900,250000,285000,315000,3.6979969183359,3.584229390681,3.70507595405706,10000,10000,10000,1497,1850,2195,2825,,1950,1875,1650,1780,2000,1895
2016-06-30,NewMexico,12705,130000,159000,208900,289500,439900,219000,169000,235000,220000,3.14465408805031,3.80367451856222,3.13390313390314,7000,6750,7000,650,799.5,1195,1395,,1175,925,650,697,1195,900
2016-06-30,NewYork,80886,245000,225000,210000,329990,649000,339900,599000,570000,3E+05,3.96317053642914,4.12911693864848,3.9156858219863,10000,24000,10000,2250,2550,2995,,,3100,2995,2595,2500,,2375
2016-06-30,NorthCarolina,62935,120000,144925,189000,319900,475000,229000,189900,198250,229900,3.03122158229766,3.33388907413582,3.03030303030303,7000,5400,7400,992.5,979.5,1145,1472.5,1800,1150,925,825,1079,1195,1300
2016-06-30,Ohio,46565,70000,87900,129900,240000,267900,144900,125949.5,82500,146500,3.71747211895911,3.66666666666666,3.71851851851852,5000,5000,5000,665,850,1050,1655,,1080,1100,675,825,1050,
2016-06-30,Oklahoma,19766,68500,79000,155700.5,259995,399900,172000,109900,180000,173547,2.85877644368211,3.25947402074278,2.85877644368211,5000,5000,5000,650,775,1100,1475,,1095,,725,750,1125,1050
2016-06-30,Oregon,16680,199900,239900,294900,409900,497456.5,319900,240000,289900,324900,3.32116788321168,3.07051847882777,3.33333333333333,10000,9050,10100,1281.5,1250,1595,1895,,1500,1495,1095,1300,1525,1295
2016-06-30,Pennsylvania,63390,129900,127900,164900,301262,335000,184900,199000,119900,184500,3.584229390681,3.06849315068494,3.61881785283474,6000,5500,6000,995,1200,1395,1850,,1350,1495,1000,1195,1300,1195
2016-06-30,RhodeIsland,5351,169900,215000,269900,379000,249900,279000,240000,190000,289000,3.87362637362637,3.84763370527126,3.88847138659262,10000,10000,10000,1120,1350,1650,2000,,1700,1500,1400,1305,1800,
2016-06-30,SouthCarolina,33397,175000,135900,195900,299900,381687,222990,170000,,229900,2.78551532033426,2.85828571428571,2.77970813064629,5900,5000,6000,,975,1250,1595,,1295,1150,997.5,1055,1300,1300
2016-06-30,SouthDakota,3642,,159900,189900,234000,350000,205000,178000,179000,205000,3.03214069132808,,3.03352102851684,6000,,6600,702.5,825,1095,,,1050,,712.5,790,1055,
2016-06-30,Tennessee,34119,156700,129900,189000,334900,484900,196850,184000,125000,198660.5,3.14285714285715,2.85795941697627,3.1578947368421,6000,5400,6000,,975,1100,1499.5,,1195,1300,745,1020,1150,1200
2016-06-30,Texas,94536,139975,175000,205000,319900,480000,255900,224900,198500,259000,2.85714285714286,3.3867645838819,2.84544715447154,9900,9100,9900,1025,1254,1435,1800,2500,1425,1225,975,1200,1450,1360
2016-06-30,Utah,9887,,186900,259308,329000,439000,299000,285000,,299900,2.77777777777778,2.6595744680851,2.77854959711031,10000,6000,10000,795,899,1250,1445,1650,1275,1095,795,905,1300,
2016-06-30,Vermont,7356,120500,174900,250000,345000,399000,239600,209000,175000,245000,5.00250125062531,4.36681222707423,5.0251256281407,10000,10000,10000,,,,,,,,,1170,,
2016-06-30,Virginia,48173,199900,180000,236700,389900,568950,289900,250000,229950,296950,2.7250608272506,2.48780487804878,2.77236573956742,9900,5400,10000,1349,1333,1495,1975,2297.5,1600,1595,,1393,1600,1656.5
2016-06-30,Washington,25969,215000,229950,294950,399500,498900,314900,249900,314999.5,319950,3.24324324324324,3.446912177713,3.23878803709025,10000,10000,10000,1550,1595,1650,1995,2167.5,1675,1595,1175,1550,1695,1300
2016-06-30,WestVirginia,9913,79900,98800,150000,239900,289900,159500,138750,119000,159900,4.15929203539823,,4.15704387990762,7000,,7000,600,725,1185,1200,,1000,,,700,1000,
2016-06-30,Wisconsin,38930,99900,139900,184900,244250,299900,184900,169900,129900,185000,3.62068965517242,3.44946574331881,3.63768643142961,6900,5750,7000,800,875,1100,1240,,1095,,775,875,1095,847.5
2016-06-30,Wyoming,4572,174000,179900,234900,279000,389000,243500,,185000,242000,3.24324324324324,,3.24384384384385,9600,,9600,625,755,1062.5,,,1150,,700,777.5,1175,1250
2016-07-31,Alabama,30838,,129000,159000,277845,374000,178500,219000,125950,175000,3.2,2.94985250737463,3.21132041072237,5005,9000,5000,745,750,995,1450,,1000,895,729,775,1000,995
2016-07-31,Alaska,4189,119000,185000,279000,375000,469000,279000,199500,399000,290000,2.57400683751623,2.37467018469657,2.5974025974026,7470.5,5000,9100,950,1200,1700,2200,,1650,1495,1250,1250,1750,
2016-07-31,Arizona,33942,84900,157500,222990,328990,450000,255000,168900,224900,265000,2.00038189125368,2.42268614242202,1.9672131147541,5000,5000,5000,845,965,1175,1297.5,,1250,1095,730,992,1295,1250
2016-07-31,Arkansas,19126,95000,92000,139900,260000,354950,158500,138900,159900,159000,3.57142857142857,,3.57270453733476,5100,,5100,615,675,985,1300,,1000,800,600,699.5,1025,1050
2016-07-31,California,87122,319000,359000,440000,589000,850000,485000,435000,625000,499000,2.86532951289399,2.73224043715847,2.90100628547639,15000,11000,15000,1895,2240,2500,2700,3137.5,2400,2350,1800,2136,2400,1795
2016-07-31,Colorado,27492,239000,285000,346000,475000,630000,375000,299000,405000,385000,2.72727272727272,3.22189656225194,2.67904983032684,10000,10000,10000,1287,1500,1800,2195,2275,1675,1425,1112.5,1399,1795,1205
2016-07-31,Connecticut,24264,139900,189900,264900,429900,695000,299900,209900,199900,325000,3.6354542423232,3.57398141529665,3.63768643142961,10000,7500,10000,1250,1400,1800,2200,,1700,1500,1195,1350,1897.5,1150
2016-07-31,Delaware,7228,138000,179900,249900,349900,599999,274900,274900,,274900,3.14221430308686,3.5483870967742,3.11804008908686,8500,10000,8100,950,1175,1322,1795,,1350,1297.5,950,1058,1350,
2016-07-31,DistrictofColumbia,1285,365000,575000,649000,799000,1498000,565000,440000,,699900,3.27624902419985,3.18471337579618,3.33889816360601,19055,14000,24000,2087.5,2805,3495,3482.5,,2600,2350,,2150,3400,1795
2016-07-31,Florida,142654,159650,174996.5,238900,337965,515000,259000,235000,259900,265000,2.93689320388349,3.44827586206896,2.8169014084507,9000,7580,9100,1286,1499,1675,1950,2700,1615,1650,1506,1500,1600,1500
2016-07-31,Georgia,61772,140000,138000,165000,274900,391740,215000,195000,,218000,2.97142857142857,2.94290759270159,2.97227779365533,6500,5000,6999,1066,1075,1159,1500,1900,1250,1200,,1159,1250,1225
2016-07-31,Hawaii,7954,359700,499999,649000,860000,1179000,588000,450000,799000,695000,3.68509212730318,3.84226884226884,3.55442752397067,20000,15000,20000,1611.5,2150,2695,3100,3000,2300,2000,,1950,2700,1345
2016-07-31,Idaho,12520,155000,174000,225000,279000,345000,245990,239500,210000,246900,2.73972602739726,3.48249656399062,2.72373540856031,5900,5500,5900,625,705,1075,1300,,1050,,725,695,1095,
2016-07-31,Illinois,64906,119900,140000,189900,329000,384500,205000,2E+05,174900,205500,3.10880829015544,3.11488611401101,3.10830500242837,6500,6000,6900,1375,1595,1800,2200,,1600,1650,1450,1517,1550,1437
2016-07-31,Indiana,29418,69900,79500,138000,238900,339900,145000,134500,78000,145097.5,3.22788896061975,3.22927879440258,3.22788896061975,5000,5000,5000,715,815,1095,1295,,1050,1025,625,830,1050,1050
2016-07-31,Iowa,13523,,114000,172925,259850,349900,162500,167900,130450,161000,3.15625,3.0893354708195,3.1578947368421,5000,5000,5000,695,844,1195,,,1050,995,725,795,1095,795
2016-07-31,Kansas,11746,55000,75000,137500,249950,335000,159900,,134925,159900,3.33333333333333,,3.33333333333333,5000,,5000,630,775,1100,1450,,1100,,745,750,1100,
2016-07-31,Kentucky,19374,96500,114900,154900,262500,341000,164500,139900,140000,165000,3.33333333333333,2.86123032904149,3.33444481493831,5000,4000,5000,777,800,1050,1500,,1030,1050,717.5,800,1027,950
2016-07-31,Louisiana,15540,,122000,179900,286020,398500,199000,,,199000,3.06122448979592,3.77777777777778,3.04347826086957,6000,5100,6000,900,950,1200,1625,,1250,1295,1050,1075,1200,1350
2016-07-31,Maine,11943,125000,175000,219900,275000,339000,219000,242900,159900,215000,4.41176470588235,3.36134453781513,4.51208199939628,10000,6345,10000,900,1075,1362.5,,,1375,1550,1050,1000,1300,
2016-07-31,Maryland,27629,149500,205000,314900,485990,669952,289000,220000,289490,299000,3.22788896061975,3.06441525953721,3.24324324324324,10000,6000,10000,1310,1495,1745,2250,,1750,1550,1192,1472,1800,1750
2016-07-31,Massachusetts,22284,247700,282000,350000,525000,589000,389900,339000,325000,399900,3.2258064516129,3.02360049127419,3.22684737011939,10100,10000,10900,1944,2300,2800,3400,4000,2500,2400,2400,2400,2650,1625
2016-07-31,Michigan,56178,84500,119900,169900,309000,424900,151900,185900,119900,149900,4.0030222255701,3.33333333333333,4.04040404040404,6000,6000,6000,750,1015,1200,1800,,1075,1200,850,980,1000,900
2016-07-31,Minnesota,27029,139900,169900,220658,314900,419975,229700,165000,188450,230000,3.22788896061975,3.46966466369452,3.22788896061975,9000.5,5000,9100,1075,1285,1499,1695,1900,1450,1275,,1199,1495,992.5
2016-07-31,Mississippi,12702,90000,99999,149000,249900,305000,164900,198500,129000,162900,3.46153846153846,4.32900432900433,3.45543161851271,5000,5900,5000,650,761,995,,,1050,,700,773,1050,1012.5
2016-07-31,Missouri,34766,75000,89900,149900,265500,344700,154900,145000,124900,155000,3.44896551724138,3.3206106870229,3.45065562456867,5000,5000,5000,700,800,990,1250,1050,950,925,695,795,950,820
2016-07-31,Montana,7891,178500,211100,278000,349000,444950,292500,279000,265500,295000,3.41578327444052,,3.41576972807707,10000,,10000,650,820,1200,1495,,1150,,725,770,1155,
2016-07-31,Nebraska,5390,,125950,165000,279900,329475,178500,210000,124450,177000,3.08919382504288,3.92156862745098,3.08747855917667,5100,5000,5100,730,910,1200,1475,,,,699,810,1200,590
2016-07-31,Nevada,17910,110250,159000,229900,310000,415000,255000,125000,234999,267499.5,2.51256281407035,3.33889816360601,2.45614035087719,8000,5000,8650,825,995,1250,1500,1895,1250,950,1295,1100,1300,
2016-07-31,NewHampshire,9776,110000,179900,259000,365000,345000,263900,217900,219000,272900,3.57398141529665,3.50250178699071,3.57398141529665,10000,6100,10000,925,1270,1600,1800,,1600,1375,1100,1180,1700,
2016-07-31,NewJersey,60118,164900,224900,338950,505000,735000,299800,249900,279000,310000,3.67006147352968,3.57398141529665,3.6979969183359,10000,10000,10000,1500,1850,2100,2650,,1900,1850,1650,1775.5,1950,1850
2016-07-31,NewMexico,13197,146000,159900,209900,294500,439900,219500,174950,249900,220000,3.18212593094109,4.16573709129669,3.12744331508992,7000,6000,7000,635,825,1195,1350,,1157.5,975,649.5,705,1200,850
2016-07-31,NewYork,81064,240000,217000,199000,314900,599900,325000,599000,549000,289900,4.0016006402561,4.01368184602818,4.00133379572154,10000,20000,10000,2250,2550,2950,,,3000,3000,2595,2508.5,,2370
2016-07-31,NorthCarolina,63253,124900,144900,189000,319900,472962,229000,198000,189900,229999,3.01492537313433,3.07692307692308,3.00925925925926,7000,5100,7000,1035,998,1150,1495,2000,1195,950,819,1100,1200,1350
2016-07-31,Ohio,47522,72000,87900,129900,242500,265000,144900,125900,83800,146766.5,3.63967242948134,3.63768643142961,3.64285714285715,5000,5000,5000,680,850,1090,1650,,1100,1100,650,845,1100,
2016-07-31,Oklahoma,20484,75000,79000,155000,260995,396260,172500,112900,180000,173999,2.88390618477484,3.70370370370371,2.87769784172662,5000,5000,5000,650,788,1095,1450,,1025,,700,750,1100,1000
2016-07-31,Oregon,18004,2E+05,242600,297500,419900,492900,324900,245900,299000,325000,3.2258064516129,3.38983050847458,3.2258064516129,10000,10000,10000,1295,1330.5,1600,1985,,1595,1495,1050,1335,1600,1295
2016-07-31,Pennsylvania,63882,129000,125000,159999,299900,325000,179900,198900,122700,179000,3.63478889157246,3.125,3.66666666666666,6000,5100,6000,1000,1200,1350,1800,,1325,1450,995,1193,1300,1095
2016-07-31,RhodeIsland,5440,169000,210000,274950,370799.5,249000,279900,240000,189900,289500,3.86100386100386,4.11969127571019,3.84763370527126,10000,10000,10000,1150,1399.5,1650,2000,,1750,1500,1400,1350,1850,
2016-07-31,SouthCarolina,33599,178250,138900,197085.5,301900,385000,224900,174900,,230000,2.77932184546971,3.15208825847124,2.72568142035509,5605.5,5000,6000,,950,1250,1600,,1250,1150,975,1038,1250,1295
2016-07-31,SouthDakota,3726,,165000,189900,230000,358450,202000,176900,177200,204900,3.22788896061975,,3.22788896061975,6000,,6050.5,727.5,835,1100,,,1088,,700,790,1100,
2016-07-31,Tennessee,34818,164900,139900,189900,336750,489900,199900,193000,125450,199900,3.07523950288631,2.92435275080906,3.07692307692308,5875,5783.5,5875,,975,1195,1517,,1200,1275,725,1085,1200,1250
2016-07-31,Texas,98764,140000,175000,207000,319900,479000,255990,225000,2E+05,258924,2.78551532033426,3.25161290322581,2.77854959711031,9000,9000,9000.5,1011,1245,1449,1800,2500,1445,1240,975,1190,1450,1399
2016-07-31,Utah,10474,,189000,259000,329766.5,434900,299000,279000,,299500,2.85795941697627,2.71262642428524,2.86532951289399,10000,7000,10000,795,895,1250,1450,1695,1295,1150,775,900,1320,
2016-07-31,Vermont,7610,119500,175000,250000,345000,399000,239900,2E+05,177500,245000,4.62151394422311,4.58112985813817,4.67625899280576,10000,9750,10000,,,,,,,,,1337.5,,
2016-07-31,Virginia,48420,199250,179900,235000,386000,559850,285000,250000,235000,289990,2.71002710027101,2.55928621742193,2.73504273504274,9600,6200,9948,1390,1397.5,1550,2000,2400,1650,1600,,1440,1695,1695
2016-07-31,Washington,27806,215000,235000,299000,399500,489990,315000,255000,325000,321970,3.13307823591438,3.17460317460317,3.12989045383412,10000,9900,10000,1495,1650,1725,2095,2250,1700,1595,1195,1576,1750,1341
2016-07-31,WestVirginia,10247,84500,94500,149900,239000,279200,157000,135000,116750,158000,4.57286432160804,,4.56747404844291,6500,,6500,610,750,1200,1200,,1100,,,700,1100,
2016-07-31,Wisconsin,39618,99500,139000,187500,259900,299000,184900,169900,129900,186900,3.70644922164566,3.50526140263114,3.71747211895911,7000,6000,7000,800,885,1160,1220,,1200,,762,860,1197.5,850
2016-07-31,Wyoming,4797,174950,179900,235000,275000,383000,244400,,182500,242450,3.20682553692262,,3.22615338713146,9100,,9150,654.5,775,1050,,,1100,,750,750,1150,1200
2016-08-31,Alabama,30640,,128900,156900,275000,369900,175900,224000,123900,174900,3.33555703802535,2.92275574112735,3.34448160535117,5100,5500,5100,675,755.5,1000,1495,,995,895,695,762.5,999,950
2016-08-31,Alaska,4229,119000,185000,279625,366500,459900,279000,199900,399000,290000,2.5706940874036,2.28758169934641,2.60586319218241,8000,5000,9400,902.5,1220,1700,2200,,1662.5,1450,1200,1250,1782.5,
2016-08-31,Arizona,33365,80000,149500,224900,319997.5,432990,254543,167500,217450,264900,2.08333333333334,2.37781128282448,2.0618556701031,5000,5000,5000,850,965,1195,1275,,1250,1095,750,995,1295,1250
2016-08-31,Arkansas,19008,99000,90000,139500,259000,350000,155000,137500,159950,155000,3.58744394618834,,3.58744394618834,5000,,5050,605,659,910,1395,,995,782.5,650,695,1000,1000
2016-08-31,California,87851,319000,359000,439000,579900,839900,479900,435000,630000,495000,2.78551532033426,2.63157894736842,2.8169014084507,14000,10100,14111.5,1800,2187,2400,2650,3000,2395,2350,1650,2045,2400,1650
2016-08-31,Colorado,27921,234900,285000,347940,475000,633450,374900,295000,399900,384900,2.7507641011392,3.04451130643522,2.72727272727272,10000,10000,10000,1295,1534.5,1800,2295,2495,1745,1450,1150,1426,1800,1332
2016-08-31,Connecticut,24143,139900,189900,259900,429000,659000,299000,208250,199000,319995,3.71799531873882,3.57398141529665,3.76470588235294,10000,6949.5,10000,1200,1400,1800,2200,1437.5,1700,1400,1195,1300,1900,1195
2016-08-31,Delaware,7272,139000,179900,249900,350000,599900,275000,268995,,275990,3.15235604868007,3.55978175895323,3.12695434646654,9100,8410,9100,980,1127.5,1300,1762.5,,1300,1300,975,1050,1300,950
2016-08-31,DistrictofColumbia,1152,354250,567000,629900,765000,1599000,549900,439000,,679900,3.53202604186972,3.33889816360601,3.7328094302554,20000,14500,24000,2155,2900,3300,3550,,2595,2378,,2210,3200,1768
2016-08-31,Florida,142451,159000,174900,235000,334532,509000,255000,235000,259900,260000,2.94290759270159,3.44827586206896,2.85714285714286,8900,7400,9000,1299,1500,1600,1995,2800,1600,1650,1500,1500,1600,1500
2016-08-31,Georgia,61065,142700,136752.5,164999,270427,395000,211630,189900,,214900,3.04530754626786,3.03030303030303,3.05570190844163,6900,5100,7000,1098.5,1100,1150,1500,1900,1200,1200,,1171,1225,1200
2016-08-31,Hawaii,8034,358000,499500,640000,859000,1150000,585000,450000,830000,689000,3.48837209302325,3.32030661322645,3.58620689655172,19100,11000,20001,1600,2100,2600,3000,2800,2326.5,2100,,1950,2600,1400
2016-08-31,Idaho,12827,157000,169900,225000,275900,349900,245000,236500,220000,245000,2.78018357700831,3.71747211895911,2.77854959711031,6000,10000,6000,625,725,1100,1325,,1100,,725,725,1145,
2016-08-31,Illinois,63998,119500,139900,185000,324500,369900,199900,199900,175000,199900,3.16074660983285,3.1578947368421,3.16205533596838,6000,6000,6000,1375,1550,1750,2180,,1600,1650,1450,1500,1550,1400
2016-08-31,Indiana,29706,69900,78900,135000,234900,329900,142900,132500,75000,144000,3.27868852459017,3.02887096630019,3.30103562028767,5000,5000,5000,700,800,1050,1295,,995,1085,625,815,975,1075
2016-08-31,Iowa,13852,99500,114500,169900,258450,350000,159900,162500,135000,159900,3.22788896061975,2.62597892669142,3.24499824499824,5000,4600,5000,684.5,875,1175,,,1050,1045,725,832.5,1100,850
2016-08-31,Kansas,11759,55000,73500,134900,248250,329900,155000,,139000,155000,3.38983050847458,,3.38983050847458,5000,,5000,680,770,1095,1300,,1050,,750,782,1050,
2016-08-31,Kentucky,19486,90000,110000,152900,259900,339900,159900,139000,139900,161000,3.2258064516129,2.83702213279678,3.22788896061975,5000,4000,5000,735.5,765,1025,1495,,1000,1000,700,775,1000,945
2016-08-31,Louisiana,15685,,123000,179900,279000,396097,199000,,,198900,3.22684737011939,3.70644922164566,3.2258064516129,6000,6000,6100,895,950,1200,1600,,1250,1200,1110,1000,1250,1350
2016-08-31,Maine,11750,129000,175000,220000,275000,349000,219000,239900,159900,215000,4.34826086956522,3.22655006766906,4.36828006311695,10000,7000,10000,950,1200,1300,,,1450,1600,1150,1125,1350,
2016-08-31,Maryland,27276,140000,199999,316277.5,489900,649900,284900,215000,304175.5,294900,3.22684737011939,3.3353716262945,3.22650032265003,10000,7000,10000,1295,1440,1730,2200,,1750,1550,1200,1437,1800,1750
2016-08-31,Massachusetts,21946,239000,279000,349900,519900,575000,384900,329900,319000,399000,3.22684737011939,3.03122158229766,3.24571593019909,10000,10000,10000,1950,2300,2750,3400,4000,2495.5,2400,2400,2400,2600,1650
2016-08-31,Michigan,57602,84900,120000,169900,3E+05,412000,150000,189250,119500,149900,4.0016006402561,3.18063612722544,4.04040404040404,5900,5500,5900,763,995,1200,1950,,1050,1250,800,980,1000,900
2016-08-31,Minnesota,27009,139900,169900,219900,314900,424900,225000,164900,194900,229900,3.20682553692262,3.33333333333333,3.20427236315087,8000,5000,8900,1096,1290,1475,1750,2000,1400,1295,,1200,1450,1069.5
2016-08-31,Mississippi,12801,89500,99900,149000,249900,298367.5,162500,189900,139000,160000,3.4494653328734,3.87096774193548,3.44827586206896,5000,6000,5000,662.5,750,1015,,,1000,,700,750,1000,995
2016-08-31,Missouri,34582,78900,89900,149900,268879.5,344000,152900,144900,124900,154900,3.51724137931034,3.17857318910572,3.55964746431486,5000,5000,5000,699,800,990,1200,1200,950,950,685,780.5,950,800
2016-08-31,Montana,7849,179900,210000,279000,349900,439900,295000,279000,275000,295000,3.46565433900202,,3.44827586206896,10000,,10000,650,800,1195,1450,,1000,,712.5,745,1075,
2016-08-31,Nebraska,5574,,125000,163000,279000,325000,172000,212372.5,124900,170000,3.26125915536856,4,3.2520325203252,5300,5000,5400,737,890,1234,1342.5,,,,685,800,1200,595
2016-08-31,Nevada,19637,114900,160000,230000,310000,415000,256900,125000,235000,268502.5,2.66666666666666,3.57142857142857,2.63121289929661,9000,5000,9100,850,975,1250,1500,1995,1250,950,1250,1095,1300,
2016-08-31,NewHampshire,9662,110000,179900,257000,359900,347000,259900,214900,219450,269900,3.584229390681,3.21184510250569,3.61532899493854,10000,6500,10000,925,1250,1600,1982.5,,1500,1350,1200,1200,1650,
2016-08-31,NewJersey,58965,160000,220000,334900,5E+05,699000,295000,249000,279000,299900,3.72762924672212,3.69651204602661,3.75093773443361,10000,10000,10000,1400,1750,2000,2500,,1900,1850,1600,1700,1950,1850
2016-08-31,NewMexico,13319,141000,159900,209750,290000,441000,219500,174900,247000,220000,3.33333333333333,3.95302729906969,3.28857245854362,7900,7000,7900,625,800,1192.5,1300,,1100,850,650,695,1175,900
2016-08-31,NewYork,79389,249000,215000,199000,310000,599000,319999,599000,549900,288600,4.00801603206413,3.96267286193904,4.01146131805158,10000,14000,10000,2250,2550,2995,,,3000,3000,2600,2500,,2350
2016-08-31,NorthCarolina,62601,125000,144900,189000,319000,474500,229000,195000,209000,229900,3.03951367781155,3.22632691086615,3.03214069132808,6900,5462.5,7000,1019,1036.5,1145,1495,1995,1175,950,785,1085,1200,1300
2016-08-31,Ohio,50574,72950,85000,129900,239000,251000,139900,127900,82000,142900,3.77777777777778,3.77778244170672,3.77777777777778,5000,5000,5000,679.5,850,1050,1595,,1050,1055,700,825,1050,
2016-08-31,Oklahoma,20683,75000,77500,155000,259900,399900,170180.5,106250,189000,172073.5,2.91486880466472,3.62100312931593,2.91314521198575,5000,5000,5000,650,765,1095,1450,,1050,,750,775,1100,1075
2016-08-31,Oregon,18786,202500,240000,299000,419000,489000,324900,249900,292997.5,325000,3.1496062992126,3.10679611650485,3.15575145894553,10000,10000,10000,1245,1340,1609,1995,,1600,1475,1025,1300,1650,1300
2016-08-31,Pennsylvania,63566,122950,124900,159900,298000,310000,175000,199000,119900,174900,3.70816752515655,3.2258064516129,3.75,5900,5000,5900,980,1195,1350,1800,,1300,1425,925,1150,1300,1100
2016-08-31,RhodeIsland,5444,169900,209900,270000,348250,239900,275000,245000,189900,279999,3.8003848003848,3.97379912663756,3.75214447043397,10000,10000,10000,1100,1399.5,1700,1957.5,,1750,1500,1300,1300,1800,
2016-08-31,SouthCarolina,33283,169000,138900,196900,3E+05,396371,219900,171245,,228888,2.78551532033426,2.88835982324832,2.77854959711031,5420,5000,6000,,975,1250,1595,,1250,1100,950,1041,1295,1295
2016-08-31,SouthDakota,3720,,165000,189900,229900,357000,199900,176900,189000,199999,3.0778701138812,,3.1014350569406,5800,,5900,705,850,1000,,,1045,,650,790,1050,
2016-08-31,Tennessee,35016,159000,139900,189900,332000,474900,199500,189900,127200,199900,3.13099387658973,2.73972602739726,3.17460317460317,5500,5175,5500,950,975,1125,1500,,1195,1295,700,1050,1150,1200
2016-08-31,Texas,100713,149500,175000,206900,319000,477000,254995,229000,201500,255050,2.85714285714286,3.22585848242763,2.83333333333333,8800,7350,8900,1016,1240,1430,1800,2495,1425,1250,995,1189,1450,1395
2016-08-31,Utah,10812,,189900,259900,329900,434950,299000,279900,,299900,2.79394644935972,2.74542492615937,2.82456594972791,10000,9949.5,10000,800,945,1300,1450,1695,1300,1100,850,950,1375,
2016-08-31,Vermont,7670,115000,169900,249900,345000,399000,239000,193450,180000,244900,5.00825136709924,5.7080508144338,4.97391748505308,10000,10000,10000,1050,,,,,,,,1295,,
2016-08-31,Virginia,47816,195000,179900,232500,379000,549000,279900,249900,229990,285000,2.77308091014754,2.42061491935484,2.7940115035287,8997.5,5100,9010,1379,1350,1524,1995,2495,1650,1600,850,1405,1650,1690
2016-08-31,Washington,28869,215000,235000,299000,399900,484900,315000,252900,325000,320000,3.17460317460317,3.3410138248848,3.15625,10000,9100,10000,1495,1542,1695,2100,2222.5,1700,1600,1165.5,1514.5,1750,1250
2016-08-31,WestVirginia,10676,80000,90000,149900,234900,278900,155000,134900,119000,155000,4.36681222707423,,4.35540069686411,6000,,6000,635,757.5,1195,1400,,1050,,,725,1097,
2016-08-31,Wisconsin,39445,98700,138500,189000,254900,289900,184000,169900,130000,184900,3.70644922164566,3.22814948434539,3.72429659299422,6500,5000,6900,775,830,1150,1300,,1100,,725,840,1099,875
2016-08-31,Wyoming,4964,159450,175000,235000,278000,384200,240000,,184500,239900,3.51114272166904,,3.50677558712439,9750,,9600,650,750,1080,,,1100,,700,735,1100,1100
