Date,RegionName,InventoryRaw_AllHomes,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio
2016-12-31,Michigan,44077,84000,120000,169900,299900,399900,145000,189000,119900,139900,4.44444444444444,3.33333333333333,4.54959053685169,5000,5000,5000,762.5,956,1200,1850,,1000,1200,785,950,995,895
2016-12-31,Minnesota,17598,129900,169900,215000,325000,434900,224900,164900,189900,229500,3.36842105263158,3.47216423308301,3.35795836131632,6400,5000,6600,1035,1225,1400,1720,1995,1400,1197,909,1133.5,1450,1000
2016-12-31,Mississippi,12622,93500,99900,147000,250000,338450,160000,224900,139250,159900,4.2016806722689,3.64298724954463,4.27089847821555,5100,6600,5100,725,795,1020,1399.5,,1097.5,,700,800,1095,1095
2016-12-31,Missouri,29568,81512.5,85000,145000,264900,329900,149900,145000,129900,149900,4.00250156347718,3.55739379906334,4.00801603206413,5000,5000,5000,715,810,995,1300,1072.5,950,950,685,795,950,850
2016-12-31,Montana,6272,175000,215000,279900,339900,450000,294000,279900,274000,294900,3.72200739643189,,3.68852459016393,10000,,10000,645,815,1200,1400,,1147.5,,725,750,1145,625
2016-12-31,Nebraska,4701,119500,119900,159500,285000,339900,169900,215000,145000,169500,3.33555703802535,3.33152762730227,3.33555703802535,5000,5000,5000,695,875,1200,1200,,,,650,799,1200,639
2016-12-31,Nevada,16404,125000,165000,232000,312000,421500,260000,125000,235000,270322,2.56476019492178,3.43842364532019,2.5062656641604,7000,5000,7500,850,992,1250,1495,1895,1250,1100,795,1050,1295,
2016-12-31,NewHampshire,6938,112450,174850,254900,369000,338450,259900,214950,219350,269000,4.0016006402561,3.33333333333333,4.16666666666666,10000,6160,10000,900,1262.5,1600,2000,,1500,1499.5,1144.5,1200,1595,937.5
2016-12-31,NewJersey,47936,156900,219000,325000,499000,699000,275000,247900,260000,279900,4.54355981659025,4.02091981647367,4.60526315789473,10000,9900,10000,1450,1750,2000,2450,,1800,1775,1600,1699,1800,1750
2016-12-31,NewMexico,11466,151000,153500,199900,275486.5,445500,210000,168000,269000,212990,3.33333333333333,3.3246076189845,3.33333333333333,6000,6450,6000,625,800,1150,1362.5,,1125,762.5,667.5,695,1150,825
2016-12-31,NewYork,67386,280000,225000,195000,310800,629000,328990.5,675000,579888,280000,4.44444444444444,4.34782608695652,4.45118251196612,10000,19100,10000,2099,2400,2700,,,2863.5,2900,2450,2350,,2200
2016-12-31,NorthCarolina,52250,129000,145900,187900,319000,474595,229000,2E+05,2E+05,229900,3.20754716981132,3.24447827342634,3.20682553692262,6000,5000.5,6000,928,950,1100,1449.5,1845,1125,995,750,1009,1150,1275
2016-12-31,Ohio,40312,65900,83000,122000,229900,225900,134900,129000,79900,134900,4.49235042262254,3.84615384615384,4.54959053685169,5000,5000,5000,678,825,975,1300,,958,995,695,800,950,795
2016-12-31,Oklahoma,18499,69500,74900,155900,257900,380000,173405,100500,185000,174900,3.2258064516129,2.81746031746032,3.2258064516129,5000,2050,5000,644,750,1000,1345,1095,1000,,750,750,1050,995
2016-12-31,Oregon,13882,199000,244500,299000,419900,514900,322250,250000,288000,325000,3.30838912957857,4,3.29032258064517,10000,6000,10000,1215,1300,1600,1795,,1580,1395,1050,1275,1595,1275
2016-12-31,Pennsylvania,53712,122700,120000,155000,291231,299000,170000,199000,115000,169900,4.0016006402561,3.42742527560951,4.00667779632721,5000,6000,5000,965,1115,1250,1695,,1275,1400,899,1100,1250,1100
2016-12-31,RhodeIsland,4132,155000,211450,265000,329900,235000,269900,259000,199900,269900,4.01606425702812,3.93595730486991,4.01606425702812,10000,10000,10000,1119,1350,1750,2200,1900,1625,1450,1325,1315,1800,1100
2016-12-31,SouthCarolina,30242,159900,139000,194000,294065,366916.5,219000,174900,,225000,2.80269146357365,2.78164116828929,2.81560656080803,5088,4999.5,5100,,944.5,1200,1550,,1200,1100,900,1029,1225,1250
2016-12-31,SouthDakota,2858,,166900,194900,239000,359450,203350,179900,204950,204900,3.05453188412558,,3.14767704510833,5000,,5000,710,800,1100,,,950,,699,755,1000,
2016-12-31,Tennessee,30166,164900,144800,194900,329900,469964,199000,194990,131750,199000,3.40909478306665,2.76116002709192,3.44926704215526,5500,5250,5500,950,945,1100,1450,1595,1150,1250,719,1009.5,1100,1169.5
2016-12-31,Texas,88554,154900,178000,205000,314990,461391,249995,229808.5,2E+05,250000,2.85755107872553,2.88928015453925,2.85714285714286,7000,5700,7000,965,1166,1395,1750,2400,1385,1200,950,1125,1395,1350
2016-12-31,Utah,8614,,194900,264900,339900,449900,305000,315000,,302450,2.70416441319632,2.50766230147673,2.70526217953456,9100,7500,9100,864,950,1275,1450,1597.5,1295,1100,799.5,965,1350,
2016-12-31,Vermont,6282,109000,159900,258900,375000,419000,239000,170000,185500,249000,5.91715976331361,5.91715976331361,5.91522898912215,10000,9000,10000,1000,,,,,,,,1350,,
2016-12-31,Virginia,38216,189000,169900,225000,369950,548750,269900,249000,199900,274900,3.07763331821156,2.4317105170817,3.13479623824452,7500,5072,8000,1319,1315,1450,1895,2250,1500,1525,950,1395,1500,1550
2016-12-31,Washington,18606,186500,229900,289950,398500,499000,309000,249900,322000,315000,3.42298288508558,3.84911470361817,3.35595148210976,10000,10000,10000,1495,1525,1650,2000,2187.5,1695,1595,1157.5,1510,1695,1350
2016-12-31,WestVirginia,9530,79999.5,89900,144500,229000,284900,149000,132500,117000,149500,5.40540540540541,,5.40540540540541,6000,,6000,575,750,1095,1250,,977.5,,,675,1000,
2016-12-31,Wisconsin,28156,99900,134900,184900,250000,279900,178900,174900,127000,179000,4.0016006402561,3.84837420444472,4.0016006402561,5100,5000,5100,747.5,800,1100,1222.5,,1025,,750,829,1075,895
2016-12-31,Wyoming,4053,155000,169900,229950,280000,405000,235000,,178450,235000,3.86100386100386,,3.81132075471698,8100,,8000,650,750,950,,,1000,,677.5,725,1000,1075
2017-01-31,Alabama,26946,,121900,159000,274900,350000,174900,214900,147500,172900,3.50250178699071,3.03220762976861,3.51608993394339,5000,5100,5000,713,750,995,1495,1695,995,950,600,778,995,950
2017-01-31,Alaska,2724,110000,184950,269500,355000,485000,265000,199000,401000,279900,2.4708717829864,2.74410901151848,2.40641711229946,6000,5000,6565,925,1200,1600,1900,1747.5,1595,1400,1200,1250,1650,
2017-01-31,Arizona,31796,79900,155000,226900,320000,421495,255000,175000,224900,265000,2.04251771571489,2.34558248631743,2.01005025125628,5000,5000,5000,875,975,1183.5,1300,,1250,1100,775,1005,1295,1279.5
2017-01-31,Arkansas,16280,95000,89900,142900,259950,346900,149900,165000,169900,149900,3.74481656287227,,3.75469336670838,5000,,5000,690,695,915,1200,,995,750,650,725,1000,1000
2017-01-31,California,59077,310000,348900,425000,564950,846495,468000,424900,659000,479000,2.85714285714286,2.84844531419874,2.85714285714286,11000,10000,12100,1861,2200,2494,2650,3000,2400,2400,1775,2100,2400,1723
2017-01-31,Colorado,18089,250000,289000,347500,479900,699000,377779.5,310000,399500,385000,2.62295081967213,3.0031902334224,2.57188783711377,10000,10000,10000,1255,1495,1800,2150,2250,1700,1450,1095,1372,1800,1300
2017-01-31,Connecticut,17280,139900,185000,250000,420000,599900,289500,210311,189000,309000,3.84763370527126,3.70644922164566,3.86100386100386,10000,6630,10000,1200,1375,1750,2000,1400,1695,1425,1200,1300,1850,1150
2017-01-31,Delaware,6170,139000,174900,240000,339900,480260,264900,259000,,264900,3.33381490454554,3.26286205843531,3.33425952682901,6700,6000,7000,951,1190,1300,1660,,1300,1200,950,1099.5,1300,964
2017-01-31,DistrictofColumbia,1041,350000,559500,621500,779000,1795000,546000,448000,,629000,3.24209677419355,3.21587936605632,3.25806451612903,15700,14000,20000,2120,2932.5,3200,3095,,2520,2300,2000,2190,3000,1785
2017-01-31,Florida,143781,169000,188000,250000,349900,545000,269900,249000,280000,275490,3.03132367800606,3.36842105263158,2.89398280802292,9500,8901,9900,1300,1500,1667,1989,2800,1629,1650,1600,1520,1600,1500
2017-01-31,Georgia,51165,149000,139000,161000,262500,382777,209900,184800,,210000,3.17829457364341,3.07692307692308,3.19220437184032,6000,5000,6000,1150,1120,1195,1500,1795,1250,1250,830,1208,1250,1200
2017-01-31,Hawaii,7016,370000,535000,687000,9E+05,1300000,599000,475000,849000,720000,3.63855421686747,3.29218106995884,3.80890820454158,20000,15000,25000,1600,2000,2600,2900,2682,2255,2000,1800,1950,2600,1412.5
2017-01-31,Idaho,8086,176000,160000,229900,279900,374000,249900,263900,226350,249900,2.85877644368211,4.5662100456621,2.85795941697627,5900,10000,5450,595,735,1100,1350,,1100,850,760,725,1125,
2017-01-31,Illinois,48488,105950,129900,174900,299900,324945,185000,207900,164900,179900,3.27102803738317,3.2295989630536,3.28407224958949,5100,6000,5000,1350,1500,1595,1795,,1525,1600,1400,1475,1475,1427
2017-01-31,Indiana,23022,68450,77900,132900,234600,339000,139900,138250,82500,139900,3.33657729234874,3.28282828282829,3.33889816360601,5000,5000,5000,700,800,1000,1300,,975,1000,625,825,950,1050
2017-01-31,Iowa,12003,96450,110000,164900,258000,349900,154900,180874.5,129500,150000,3.33555703802535,3.21431865192817,3.33889816360601,5000,5000,5000,720,875,1167,,,1039,1029,757.5,825,1050,825
2017-01-31,Kansas,9668,55500,69950,130000,237500,330000,145000,,138000,145000,3.59311740890688,,3.58974358974359,5000,,5000,650,780,1075,1425,1450,1000,790,825,800,1027.5,
2017-01-31,Kentucky,15632,83400,99925,149900,250000,356939,159000,149000,142750,159000,3.45065562456867,2.89302074350201,3.5,5000,4880,5000,750,795,1050,1395,,1000,975,700,799,1000,950
2017-01-31,Louisiana,14002,,119000,178000,274900,399000,195000,225000,269000,194900,3.22788896061975,4.09525533741015,3.2258064516129,6000,10000,6000,950,965,1200,1400,,1200,1200,995,1085,1200,1300
2017-01-31,Maine,8183,125000,169250,215000,257250,319000,209000,245000,149900,199900,4.66200466200466,3.45354707095236,4.78468899521531,9000,9000,9000,875,1225,1300,1600,,1400,1525,1000,1050,1350,
2017-01-31,Maryland,20102,139900,205000,331000,479995,738750,274900,219900,259250,282000,3.33444481493831,3.22788896061975,3.33555703802535,10000,7000,10000,1295,1450,1692,1967.5,2775,1650,1500,1200,1449,1699,1650
2017-01-31,Massachusetts,14504,249000,289000,347500,509000,539949.5,379900,349900,299900,389900,3.33444481493831,2.98596595998806,3.37762039379966,10000,10000,10000,1950,2300,2900,3750,4500,2495,2400,2400,2402.5,2550,1650
2017-01-31,Michigan,39923,84900,121964.5,169900,299900,399250,144700,187500,114900,139900,4.16666666666666,3.36134453781513,4.21729807005003,5000,5000,5000,739,975,1200,1800,,1000,1220,750,943.5,975,900
2017-01-31,Minnesota,15508,129900,165900,209900,314900,429900,219900,159900,189900,220347.5,3.33444481493831,3.38935574229692,3.33444481493831,7000,5000,7400,1125,1295,1449.5,1750,2150,1450,1250,950,1206,1495,1015
2017-01-31,Mississippi,12181,98500,99900,146000,253950,349450,159999,224900,139000,159900,4.00080032012805,4.28012179208351,4,5001,5500,5001,750,750,1073.5,1500,,1050,,700,800,1050,1000
2017-01-31,Missouri,27498,79900,84900,145900,264995,329500,149900,145000,129900,149900,3.75,3.22691879866518,3.78884631758195,5000,5000,5000,705,775,965,1112.5,1120,900,950,710,785,900,850
2017-01-31,Montana,5852,178500,209000,280000,343900,459450,289900,269000,280000,289950,3.33333333333333,,3.279584238955,9000,,9000,625,798.5,1200,1450,,1095,,750,750,1100,625
2017-01-31,Nebraska,4363,110000,120000,159974.5,289950,332900,172900,227975,144900,169900,3.22811902556149,4,3.2258064516129,5000,5100,5000,775,915,1200,1250,,,,700,826.5,1200,650
2017-01-31,Nevada,15334,125000,168000,235000,315000,425000,262900,127000,235000,274000,2.46341463414634,3.31872191523909,2.38191043312008,7000,5000,7500,850,1020,1275,1500,1900,1295,1195,795,1100,1325,
2017-01-31,NewHampshire,6108,115000,174900,255000,374900,342400,259900,219900,219350,269900,4.01472109172476,3.28137817883511,4.11290322580645,10000,5100,10000,1000,1279,1562.5,1750,,1500,1395,1100,1200,1650,889
2017-01-31,NewJersey,44948,159000,219000,325000,5E+05,714999.5,272000,249000,265000,276000,4.2135067997137,3.70559767584914,4.30256766134629,10000,10000,10000,1450,1800,2000,2500,,1825,1850,1630,1743.5,1825,1800
2017-01-31,NewMexico,10880,142500,152000,199500,275000,450000,209500,168800,265000,210000,3.2258064516129,4.14185567010309,3.17460317460317,6100,7000,6000,630,800,1150,1300,,1150,780,679,714,1172.5,850
2017-01-31,NewYork,62828,288888,229900,199900,324900,650000,339000,685000,599000,289999.5,4.25389755011136,4.13793103448276,4.2571306939123,10000,24000,10000,2150,2400,2719,,,2900,3000,2500,2400,,2300
2017-01-31,NorthCarolina,48647,125950,145000,185000,315000,476750,225900,199900,210000,229000,3.09090909090909,3.59897172236504,3.07692307692308,6000,5900,6000,995,1000,1150,1500,2000,1177.5,992.5,725,1077,1200,1299
2017-01-31,Ohio,37384,68500,83000,122900,230129,220000,134900,129900,79000,134900,4.06834825061025,3.45006047872103,4.11211506546192,5000,5000,5000,675,850,1000,1400,,980,1000,675,830,975,660
2017-01-31,Oklahoma,17704,67750,75000,155000,259900,389884,170000,99900,175000,172500,2.79805248213962,3.33958791902718,2.78659882710393,5000,3000,5000,645,750,1032,1395,950,995,,750,750,1000,1000
2017-01-31,Oregon,12312,199250,239900,295000,424900,499900,320000,259900,289000,325000,3.1621945207409,3.29934840970325,3.14285714285715,10000,10000,10000,1300,1373,1640,1995,,1600,1500,1092.5,1330,1650,1295
2017-01-31,Pennsylvania,49944,119000,122900,155000,289917,289900,169900,198950,114850,169900,3.84870908084969,3.26518688573115,3.84911470361817,5100,5000,5100,966,1140,1295,1600,,1275,1450,900,1100,1250,1099
2017-01-31,RhodeIsland,3780,172400,205000,265000,329900,235000,265000,249000,199000,269900,3.70315484931929,3.55273526326927,3.70507595405706,10000,6700,10000,1150,1350,1700,2200,2125,1750,1500,1300,1350,1910,1000
2017-01-31,SouthCarolina,29265,157900,139900,195000,295000,366845.5,219000,173500,,225000,2.80373831775701,2.72201460570614,2.85266457680251,5100,5000,5400,,1000,1250,1650,,1250,1150,975,1145,1250,1250
2017-01-31,SouthDakota,2616,,167900,199000,234900,362500,202250,172400,212900,204700,3.03030303030303,,3.00166759310728,5100,,5100,709,820,1075.5,1360,,1000,,695,775,1100,
2017-01-31,Tennessee,28162,174900,144900,189900,328900,463046,195902,197995,130750,195277.5,3.33444481493831,2.39466853788462,3.37245018538674,5500,5000,5600,995,953,1150,1425,1550,1175,1289,750,1060,1150,1200
2017-01-31,Texas,85391,157975,175000,208000,316990,460900,249900,225000,210000,250000,2.85714285714286,3.21290322580645,2.85714285714286,7000,6000,7000,1020,1228,1418,1800,2400,1426,1250,975,1182,1450,1350
2017-01-31,Utah,7754,,196000,265400,339900,449900,305000,311900,,304900,2.6112334708826,2.85755113705957,2.56541816316059,9945,9250,9997.5,800,950,1295,1402.5,1650,1300,1100,825,945,1350,
2017-01-31,Vermont,5943,102950,164950,259000,369000,399000,239000,170000,176250,249000,5.55555555555556,6.25782227784731,5.26870389884089,10000,10000,10000,1100,,,,,,,,1400,,
2017-01-31,Virginia,35462,187499,169900,225000,366995,539950,268990,248905,199900,269950,3.06441525953721,2.71778744272426,3.125,8310,6900,8760,1400,1385,1495,1895,2395,1550,1575,950,1459,1500,1627
2017-01-31,Washington,16186,189000,229500,289900,398000,499000,305000,249900,324450,314900,3.27478416195296,3.5175879396985,3.26840987673699,10000,9000,10000,1544,1600,1747,2100,2295,1750,1650,1250,1575,1795,1365
2017-01-31,WestVirginia,9191,82500,89000,140000,225000,275000,145000,135750,115000,145550,5.04489389920424,,5.05025252525252,6000,,6000,550,725,1100,1100,,1000,875,,650,1000,737.5
2017-01-31,Wisconsin,24877,99000,132250,184900,255900,279000,175000,169900,119900,178999.5,3.63454484828276,3.11581179321486,3.68615060558188,5100,5000,5400,765,899,1175,1295,,1150,,760,890,1125,895
2017-01-31,Wyoming,3738,164900,165000,229900,279000,399000,232500,,178999,232500,3.84615384615384,,3.84809569878948,8902.5,,9325,650,750,1050,,,1050,,700,725,1062.5,1100
2017-02-28,Alabama,27541,,120000,159900,277900,359000,178000,229900,147900,175000,3.31558435897288,3.07739652254193,3.33333333333333,5000,5000,5000,735,765,995,1450,1795,1000,995,650,815,1000,995
2017-02-28,Alaska,2733,115500,182950,273350,359000,480000,266950,199000,409500,281750,2.32617909640184,2.9436442077115,2.27583256419101,5500,5000,5999.5,900,1195,1600,1900,1650,1545,1350,1195,1200,1650,
2017-02-28,Arizona,32716,80000,158750,233200,323990,424990,259900,179900,228950,269900,2.12745133455978,2.77777777777778,2.06122448979592,5100,5000,5100,914.5,1021,1200,1339.5,,1295,1149.5,797,1050,1308,1299
2017-02-28,Arkansas,16604,97900,89900,144900,265000,354125,150975,168000,175000,150000,3.52941176470588,,3.54412786657401,5000,,5000,667,675,995,1350,,1000,850,651,700,1000,1000
2017-02-28,California,60032,315900,354869,433000,579000,863999.5,475000,430000,670000,489000,2.85714612245271,2.87468947687077,2.85714285714286,12500,10190,13650,1900,2295,2500,2700,3200,2500,2474,1800,2175,2500,1850
2017-02-28,Colorado,18504,259999.5,299000,350000,489900,695000,385000,324900,399500,394750,2.66666666666666,3.16911976911977,2.56410256410257,10000,10075,10000,1279,1545,1850,2200,2372.5,1750,1495,1135,1400,1850,1168.5
2017-02-28,Connecticut,16976,139900,189600,259900,430000,650000,297500,217500,189900,319900,3.70851218039611,3.59897172236504,3.75234521575984,10000,7000,10000,1200,1400,1700,2000,1400,1700,1450,1200,1300,1875,1250
2017-02-28,Delaware,6289,139584.5,174000,245000,335878,488800,265000,269900,,265000,3.13577924114142,3.57782898105479,3.12597686777117,8000,8300.5,8000,975,1175,1300,1650,,1300,1250,920.5,1095,1300,1002.5
2017-02-28,DistrictofColumbia,1092,369900,550000,625000,788250,1672500,539000,449825,,610000,3.39016949152542,3.25746723964136,3.50853009656665,19900,14000,20000,2139,2943,3300,3100,,2600,2300,2161,2225,3025,1771
2017-02-28,Florida,150518,169900,189000,255000,359000,550000,273990,249000,285000,279900,3.00375469336671,3.44234079173839,2.85795941697627,9901,9100,10000,1322,1500,1700,2000,2800,1650,1650,1580,1546,1650,1525
2017-02-28,Georgia,51157,149000,142000,164900,269000,388990,212544,178800,,215000,3.03214069132808,3.049813972716,3.03214069132808,6000,5000,6000,1156,1150,1199,1500,1800,1250,1250,850,1215,1250,1246
2017-02-28,Hawaii,7630,359000,525000,675000,9E+05,1285000,595000,455000,799000,724660,3.58201221392881,3.53982300884956,3.58620689655172,20000,16000,22900,1675,2100,2600,3100,2675,2300,2100,1800,2000,2600,1450
2017-02-28,Idaho,7866,179000,159000,233995,287200,369900,250900,266345,215447.5,250000,2.63296471827278,4.61538461538461,2.56410256410257,5100,13000,5100,595,750,1150,1350,,1150,900,760,725,1175,
2017-02-28,Illinois,49080,109000,135000,182000,317900,349900,197900,219000,167250,190000,3.03214069132808,3.11111111111111,3.03122158229766,5100,7000,5100,1385,1500,1600,1800,,1550,1650,1400,1495,1450,1425
2017-02-28,Indiana,22932,65000,79900,134900,236200,347995,140000,138975,80000,141000,3.34609665427509,3.34001932168826,3.34656753407683,5000,4950,5000,675,780,1050,1300,,995,995,600,800,995,1075
2017-02-28,Iowa,12161,99000,112500,169900,265000,358500,159900,184500,129000,158500,3.33555703802535,2.5062656641604,3.33889816360601,5000,5000,5000,735,888,1200,,,1050,1005,787,850,1075,895
2017-02-28,Kansas,10012,55000,71900,134900,245000,339596.5,149900,,135000,149900,3.56537530266344,,3.55329949238579,5000,,5000,675,770,1095,1400,1350,1070,897.5,850,805,1092.5,
2017-02-28,Kentucky,15992,88685,109500,152000,259000,350000,159900,149900,142500,159900,3.33555703802535,2.50375814473653,3.41296928327645,5000,4950.5,5000,732,795,1050,1400,,999,1000,682.5,795,998,950
2017-02-28,Louisiana,15470,,123000,179500,271950,399000,194900,226450,258825,194000,3.33555703802535,5.53998754559203,3.30232558139535,6000,10000,6000,925,950,1200,1400,,1200,1250,1145,1099,1200,1310
2017-02-28,Maine,7942,124900,169500,219900,253735,322250,210000,245000,154500,2E+05,4.37158469945356,3.64117841774247,4.45859872611465,8000,6900,8100,922.5,1200,1495,1750,,1575,1650,995,1100,1500,
2017-02-28,Maryland,19556,139900,214623.5,339900,459982.5,744972.5,279900,219900,275000,289000,3.26612903225807,3.22684737011939,3.26884589726484,10000,7500,10000,1365,1510,1699,2125,2575,1650,1550,1200,1500,1675,1650
2017-02-28,Massachusetts,14118,259900,299000,349900,528000,574450,389900,359900,299900,399900,3.19574468085106,3.01507537688442,3.2520325203252,10000,10000,10000,1950,2300,2900,3700,4500,2500,2495,2400,2500,2653.5,1610
2017-02-28,Michigan,39096,86000,124900,174900,305940,409900,149900,191000,114000,144900,4.016,3.03122158229766,4.16533546325878,5000,5000,5000,725,975,1160,1800,,1000,1250,775,945,950,875
2017-02-28,Minnesota,15844,139900,174900,225000,339000,454950,235000,165000,189900,239900,3.12597686777117,3.52941176470588,3.12152004454343,8000,6000,8000,1150,1340,1495,1700,2250,1450,1295,925,1250,1495,1081.5
2017-02-28,Mississippi,12646,85000,99900,147000,255000,350000,162900,224900,139000,159930.5,3.70407407407408,5.15254237288135,3.68166604685757,5000,5000,5000,660,762,1079,1400,,1050,,650,750,1050,1000
2017-02-28,Missouri,27589,77500,85900,149900,269995,339950,150900,148950,132000,152900,3.4494653328734,3.31234832557479,3.45065562456867,5000,5000,5000,675,750,975,1175,1129,900,950,700,775,900,875
2017-02-28,Montana,5889,179900,2E+05,280500,345000,469900,289900,263000,290000,290000,3.44827586206896,,3.50877192982456,10000,,10000,657.5,795,1195,1395,,1097.5,,750,750,1100,600
2017-02-28,Nebraska,4484,118900,123950,165000,289962.5,342500,176250,247000,137500,175000,3.19595804263264,3.01697998787144,3.20149438660143,5100,5250,5100,775,920,1200,1300,,,,750,830,1200,650
2017-02-28,Nevada,15663,129000,170000,237114,316000,425000,265000,130000,235000,275000,2.32666356444858,3.28217555196553,2.26539201663981,6255.5,5100,6900.5,893,1035,1295,1550,1995,1300,1250,850,1150,1350,
2017-02-28,NewHampshire,5858,109500,174900,259900,375000,344900,264900,199999,212500,274900,3.46020761245674,3.49299494770038,3.45065562456867,10000,7000,10000,989,1277,1500,1800,,1500,1350,1150,1200,1600,892.5
2017-02-28,NewJersey,46602,163000,219900,329000,510000,7E+05,275000,249900,270000,279900,4,3.68118572292801,4.00320256204964,10000,10000,10000,1450,1800,2000,2599,,1850,1825,1650,1739,1850,1800
2017-02-28,NewMexico,10842,142500,155000,199999,275000,451255,209900,165000,259750,210000,3.05064063453325,3.2520325203252,3.03392748852118,5900,5100,5900,665,809,1150,1350,,1150,900,675,750,1150,850
2017-02-28,NewYork,62572,298440,235000,204900,330000,659000,349000,720000,599000,299000,4.10466906105695,3.85356454720617,4.16744806498798,10000,20000,10000,2150,2350,2599,,,3000,3100,2495,2350,,2400
2017-02-28,NorthCarolina,48925,126700,145000,189000,319000,479900,229900,197995,220000,230000,2.94117647058824,3.22788896061975,2.92682926829269,6000,5100,6000,960,995,1175,1525,1995,1200,999,795,1045,1200,1300
2017-02-28,Ohio,36958,69900,84900,124900,239600,230000,136900,132500,79900,137900,3.84763370527126,3.59513828186786,3.84911470361817,5000,5000,5000,699,850,995,1400,,970,997.5,695,845,950,700
2017-02-28,Oklahoma,18870,69500,75000,155000,263990,390000,170000,90000,189000,172500,2.85741501782653,3.36134453781513,2.85714285714286,5000,4400,5000,620,750,1050,1400,1000,995,,772.5,750,1025,995
2017-02-28,Oregon,11772,203500,240000,299000,425000,497500,325000,249950,299950,329000,3.21775312066575,3.57270453733476,3.16573556797021,10000,11675,10000,1275,1350,1695,2072.5,,1675,1595,1095,1330,1695,1340
2017-02-28,Pennsylvania,49741,119999,125000,159000,291017,299900,174900,199250,115000,174000,3.70644922164566,3.46951385879596,3.73025692647298,5100,7000,5100,975,1195,1300,1700,,1295,1450,950,1150,1250,1100
2017-02-28,RhodeIsland,3830,155000,209900,269949.5,349900,239000,274900,259900,199000,275000,3.70507595405706,4.00320256204964,3.62113600005994,10000,7000,10000,1150,1400,1800,2300,2347.5,1887.5,1575,1300,1350,2025,1050
2017-02-28,SouthCarolina,30150,160000,139900,198190,298990,367535,220000,169900,,229000,2.58474576271186,2.70709575673366,2.56410256410257,5000,5000,5100,,1002,1250,1650,,1250,1150,950,1105,1275,1250
2017-02-28,SouthDakota,2694,,169900,199900,235900,369900,205900,165000,204950,207950,3.07692307692308,,3.07692307692308,5400,,5400,709,825,1112.5,1330,,1050,,725,800,1075,
2017-02-28,Tennessee,28632,189900,145000,195000,331900,479000,199900,198990,139000,199900,3.06594996105695,2.56805341551104,3.09090909090909,5050,5000,5099,984.5,994,1150,1450,1547.5,1195,1290,750,1075,1162,1249
2017-02-28,Texas,88158,154900,179500,212000,321069.5,468995,255000,225000,209900,256500,2.7972027972028,3.25806451612903,2.78164116828929,7500,7000,7500,1040,1250,1450,1800,2400,1450,1258,950,1200,1475,1350
2017-02-28,Utah,7708,,199900,269900,345000,459900,309900,310000,,309900,2.70343336036767,3.33333333333333,2.63227165043433,10000,10000,10000,845,979,1300,1475,1695,1300,1150,850,975,1350,
2017-02-28,Vermont,5868,102950,165000,259700,369000,425000,239000,175000,182000,249500,5.2542523822246,5.46218487394958,5.02130813414861,10000,10000,10000,1000,,,,,,,,1400,,
2017-02-28,Virginia,36164,195000,174000,229500,375775,545000,274999,249900,200932.5,279500,2.8843393469364,2.47738763820576,2.94204177699323,7625,5000.5,8000,1423,1395,1495,1895,2300,1550,1595,1000,1475,1500,1648.5
2017-02-28,Washington,15482,198000,235000,295000,4E+05,499000,315000,259900,320000,320000,3.08254963427377,3.44827586206896,3.07692307692308,10000,10000,10000,1600,1600,1750,2100,2462.5,1795,1650,1233.5,1595,1800,1350
2017-02-28,WestVirginia,9268,79999.5,89900,142900,228333,284900,149000,137950,115000,149000,4.76190476190477,,4.76247179033557,5500,,5500,575,780,1050,1250,,1000,1000,,700,1000,837.5
2017-02-28,Wisconsin,26137,99900,130000,189900,265000,294900,179900,169900,120000,179900,3.63259688958348,3.09584214235377,3.67662436238369,5225,5000,5400,784,900,1200,1450,,1165,,799.5,880,1200,810
2017-02-28,Wyoming,3724,160000,169000,225000,289000,395000,232000,,179900,232000,2.77893572129001,,2.77893572129001,6000,,6000,625,750,1000,,,1050,,725,725,1100,1162.5
2017-03-31,Alabama,27322,,124900,164500,279900,359900,179999,224900,145000,179900,3.13471266877752,2.63682867948271,3.16491321037598,5000,5500,5000,740.5,775,995,1450,1600,1000,975,682.5,815,1000,995
2017-03-31,Alaska,2766,116450,179999,277900,364500,489000,270000,199000,410000,289000,2.63296471827278,2.61920752182673,2.63296471827278,7000,5000,9135.5,900,1200,1600,1845,1600,1500,1350,1175,1200,1685,
