Date,Mean
2020-07-22,47.38317757009346
2020-08-06,47.95379537953795
2020-08-19,48.01666666666666
2020-09-02,46.79487179487179
2020-09-16,50.64724919093852
2020-10-01,48.67924528301888
2020-10-14,47.30392156862746
2020-10-28,49.100529100529094
2020-11-11,49.85436893203884
2020-11-26,49.37293729372938
2020-12-10,51.521035598705495
2020-12-24,47.46732026143791
